10:17:17,56,45,2107199,323473,154033,125585,131863,196985,171454,57937,-3
10:17:18,66,44,2671381,185830,77530,18367,29619,59907,77100,10934,52
10:17:19,75,47,1156320,233990,39257,35421,39878,39478,18758,31130,134
10:17:20,69,34,1781936,709507,14037,35580,71146,63711,45645,71704,79
10:17:21,50,26,691249,706961,27746,49911,23915,75658,59429,14702,50
10:17:22,35,37,863228,230398,99286,27175,13059,21402,19001,7843,41
10:17:23,18,38,2015028,815636,292459,208910,26993,68444,82850,28640,23
10:17:24,11,63,1308594,956146,461787,441996,38847,94958,140207,44159,37
10:17:25,3,73,773604,262287,137122,32498,34088,19232,21924,8666,33
10:17:26,5,62,769358,104035,54246,14931,11125,20288,10095,6594,32
10:17:27,23,67,943785,77157,85439,15709,17593,32830,13471,8595,-68
10:17:28,38,69,309026,12378,16040,5983,4474,7560,6050,4499,42
10:17:29,55,71,1128613,74501,35731,27258,10773,22916,16738,12633,108
10:17:30,54,60,513220,116509,5279,7665,8599,6898,14119,6926,87
10:17:31,54,58,276950,84698,30866,23017,11963,17689,37831,16376,49
10:17:32,44,50,665306,313953,71849,92526,36479,50637,96784,40203,80
10:17:33,38,47,452437,329333,32998,113199,28808,43203,35918,10132,77
10:17:34,28,52,609349,599360,53787,43413,27528,26767,42391,16108,39
10:17:35,10,41,885648,852720,72605,64474,39870,38825,58953,19492,10
10:17:36,4,38,1097292,163217,27034,26681,9059,12914,14634,10167,20
10:17:37,4,35,2265081,238300,16282,43594,14813,19580,30908,13742,25
10:17:38,16,37,1292897,125500,30217,18942,19205,21749,26239,15197,52
10:17:39,29,33,544535,100984,10468,8389,7341,13718,14213,2869,46
10:17:40,31,23,150268,75759,3590,6435,5820,5999,16176,1697,95
10:17:41,24,21,400840,104711,34499,15312,19479,7302,10848,5794,32
10:17:42,17,30,1178915,99803,91289,41502,39768,15722,20659,16080,-21
10:17:43,17,45,1284071,59827,19628,23935,4716,10665,22725,9574,23
10:17:44,19,54,539013,70622,13676,17833,7012,9312,8644,9710,32
10:17:45,26,61,1200440,545224,90237,68427,34547,28940,70127,45027,63
10:17:46,23,52,2550694,998603,194653,144351,94929,86789,126672,80384,28
10:17:47,38,45,2682215,325850,143130,99405,116487,157121,83947,30586,29
10:17:48,53,41,1572914,267322,13158,16477,38755,86428,84637,16266,65
10:17:49,59,45,403893,32535,5031,9301,3862,3948,2361,1648,67
10:17:50,56,44,239876,56652,5358,13144,5732,4258,3755,2186,72
10:17:51,44,49,460159,51366,26245,20024,8392,21813,19450,9405,118
10:17:52,36,52,1206320,119858,38203,21017,15148,32866,31248,16415,55
10:17:53,35,36,1303148,142513,6982,12945,12607,17600,15659,16258,13
10:17:54,50,35,523200,64643,8678,13984,9845,19392,11511,12473,43
10:17:55,44,36,195740,77590,32795,30580,12321,9254,12415,9703,-1
10:17:56,38,45,211604,95632,44401,39947,16775,13957,14478,16716,30
10:17:57,38,54,310718,169953,22389,28324,17586,15116,16400,13571,59
10:17:58,20,51,1051754,326580,34434,33562,23146,20213,23147,13168,10
10:17:59,25,47,1556436,261320,98794,25672,35305,40940,30927,22133,31
10:18:00,22,45,1616480,1180973,408117,49323,96394,54776,46199,36441,57
10:18:01,15,49,1551627,1322426,432573,54645,87261,44507,66089,25777,22
10:18:02,22,64,983717,246541,187666,146963,50869,34735,72928,25626,43
10:18:03,14,68,882263,493905,148670,207304,75788,39646,58887,29322,105
10:18:04,16,68,622729,388995,45091,81216,35163,29369,36634,15580,50
10:18:05,33,67,510902,156992,51142,17009,31871,54780,33090,10119,44
10:18:06,41,58,629304,175854,44855,39210,43704,58757,36931,10104,37
10:18:07,45,62,1079640,114054,116531,45234,33068,16852,21169,14857,103
10:18:08,45,66,2337797,309283,197495,28607,27913,34002,44266,20510,1
10:18:09,35,66,2157888,487503,164752,63024,64332,52461,54039,9507,58
10:18:10,32,69,907519,384807,163025,105541,92135,62912,59764,21147,-73
10:18:11,45,63,774580,138072,79006,70196,38486,42112,36889,22212,77
10:18:12,57,56,530919,35985,5995,10152,3312,11863,6066,3321,56
10:18:13,68,56,465535,23667,7571,6033,3595,10381,10033,6622,41
10:18:14,77,52,700566,78995,28171,7710,6253,16672,15278,9570,11
10:18:15,61,50,569194,127226,53863,19168,11689,9755,10150,5231,-5
10:18:16,45,50,931195,296023,32666,75259,43958,27306,22808,20562,28
10:18:17,28,48,1260424,538069,87945,84977,57467,37988,36695,24723,65
10:18:18,14,43,1327335,545187,106011,47437,56078,40143,44143,14746,36
10:18:19,23,41,2035557,399464,195937,93117,73600,74262,69254,38582,31
10:18:20,37,41,1858585,176285,147124,65427,38638,48684,41677,29389,33
10:18:21,46,39,878593,67721,8652,9440,7869,8802,4926,3536,63
10:18:22,50,39,1193565,336322,35279,35772,17117,35351,16433,14961,89
10:18:23,46,40,894952,331106,90473,49550,15123,39588,25406,23692,48
10:18:24,44,44,513532,580208,171522,121134,77635,163617,100274,51641,59
10:18:25,46,48,1380266,896818,184491,169139,95743,223257,142689,67226,42
10:18:26,48,57,1686150,394957,105243,67284,22164,55748,51874,25656,114
10:18:27,51,61,873176,90961,92785,12920,19357,20810,10843,4328,69
10:18:28,48,57,396300,55350,48476,6733,8994,13345,7572,1734,0
10:18:29,45,54,85552,26862,5003,2060,1448,3550,4328,968,88
10:18:30,40,50,315299,303286,33176,83804,5157,11907,13119,9549,32
10:18:31,28,49,870141,269943,69199,84402,14855,15411,30011,12579,46
10:18:32,24,54,1749602,169026,45051,88780,30975,24387,24560,13060,49
10:18:33,28,58,1418510,136110,13999,70595,26856,24423,11690,10587,68
10:18:34,38,54,775513,201151,7843,23516,15695,21051,17018,7087,51
10:18:35,45,37,895153,275165,15615,25140,18833,21958,28859,12306,36
10:18:36,48,25,373753,128641,16878,10018,10384,14453,15640,7091,27
10:18:37,50,26,172404,53225,23063,9125,5580,15641,9551,2232,25
10:18:38,51,34,593409,152704,37605,33510,7662,24681,15285,5328,-17
10:18:39,53,42,953333,280046,41110,43397,11732,28225,20429,6624,28
10:18:40,50,46,841559,244327,31259,44644,21225,24798,19239,6064,100
10:18:41,45,39,411221,97422,12204,23110,12015,11449,7814,3191,37
10:18:42,45,42,348765,36161,50611,29966,12969,16191,18644,7522,52
10:18:43,45,45,336968,96903,43034,23647,10586,15104,16133,6576,24
10:18:44,45,41,658947,94525,14589,4924,2966,8169,4985,3468,50
10:18:45,42,46,833704,65247,15123,6608,4816,7409,7032,3031,12
10:18:46,38,28,364030,189624,10491,7580,6116,23475,15981,3978,40
10:18:47,44,22,585707,168207,32705,10943,12181,26158,14598,4065,31
10:18:48,45,27,657873,341719,126685,26838,31188,38909,47621,12477,36
10:18:49,49,27,1242551,475519,122532,39937,53767,76181,60130,18915,31
10:18:50,43,31,1336880,337605,32851,29035,31025,37791,25179,10792,36
10:18:51,38,36,897307,249750,102666,37812,25780,34908,35457,18853,65
10:18:52,38,38,345502,109117,63119,20339,13741,19765,18996,9586,-5
10:18:53,44,37,180298,43340,9094,7174,8901,14322,9360,12504,45
10:18:54,58,45,557820,29236,5684,7235,9745,9832,17422,9003,25
10:18:55,65,41,1418863,109471,28243,9058,62558,20292,35618,5871,53
10:18:56,80,30,1222332,170098,37248,7574,41098,54367,60487,16042,56
10:18:57,80,28,1167142,182239,40067,16195,50857,50516,55996,48001,50
10:18:58,77,24,852890,141738,17754,19321,27377,26057,25125,22866,38
10:18:59,78,34,406166,63118,30886,29577,9587,17558,7629,3817,51
10:19:00,82,47,396750,16430,21944,13288,5984,22871,8911,2156,53
10:19:01,79,50,686696,150069,20814,33323,15336,30557,30339,41940,58
10:19:02,71,55,561511,269735,53713,52073,14742,32767,22754,32152,55
10:19:03,60,45,1313584,321774,53045,34783,20386,31429,32011,12656,2
10:19:04,47,40,670198,126300,16723,16375,9092,18670,20069,3898,11
10:19:05,45,42,624669,132162,53799,18511,11682,37786,13154,14387,29
10:19:06,51,44,1567993,257120,70809,54717,24200,64125,33531,21076,52
10:19:07,58,46,854237,103062,24542,19698,11131,23670,17209,8608,18
10:19:08,51,53,596884,24029,16711,2221,2708,4168,4394,2036,32
10:19:09,40,56,828020,226081,74601,24205,7746,21044,23545,14341,32
10:19:10,37,53,347317,101862,29831,12559,4407,10417,11757,6770,75
10:19:11,44,58,508733,14140,3143,15623,6759,15301,4207,2387,66
10:19:12,47,52,1483280,838850,116380,136073,57260,77984,98845,28761,37
10:19:13,44,52,955307,491780,137237,82069,43570,42079,64914,21642,50
10:19:14,39,48,751380,517713,70675,51248,70179,40786,35286,13630,20
10:19:15,29,44,1586828,416304,113095,20507,30608,68419,35688,30117,59
10:19:16,24,46,936258,183954,86495,10062,7242,28198,17516,13542,38
10:19:17,28,42,400290,78548,27159,6917,3494,8650,6339,2722,38
10:19:18,33,45,849622,177849,53997,21470,14043,23790,31832,5172,75
10:19:19,35,51,997502,399150,181383,174936,120307,122654,184724,46914,37
10:19:20,37,51,920356,960736,296853,218052,78495,136613,114701,132905,47
10:19:21,35,59,558684,464252,155625,123470,20272,52408,36089,72568,49
10:19:22,31,60,740209,245711,50725,50155,8528,24782,23577,21549,59
10:19:23,29,51,476268,201061,11442,31057,8244,26316,23699,10098,30
10:19:24,32,51,287920,61443,12597,14281,6202,10913,8577,3950,69
10:19:25,36,51,279156,27519,16642,9653,6517,5471,6392,3775,38
10:19:26,35,48,559564,224179,35117,13723,20180,15438,15664,5629,79
10:19:27,28,52,1445114,272197,41748,41732,9630,19996,17544,7313,17
10:19:28,19,53,2088360,410479,289013,35585,75262,36904,49629,29360,54
10:19:29,17,43,2210870,749341,202712,33123,59254,99270,53857,44614,35
10:19:30,19,56,1565973,243634,118843,38615,26122,37168,22418,14463,13
10:19:31,25,60,1588662,564181,164574,67516,84326,104950,79690,17703,20
10:19:32,32,52,736389,453288,82575,55845,37595,58198,43202,30619,109
10:19:33,42,48,2861546,819756,162669,46915,265058,331002,236428,68284,28
10:19:34,52,43,1925653,266790,110900,71484,92436,119952,72820,28726,60
10:19:35,49,40,421282,91505,27203,29941,14630,18470,18798,6801,22
10:19:36,52,45,2327931,176467,102450,12788,79797,42025,24520,30082,8
10:19:37,41,53,738302,62301,32102,8212,25737,13877,7396,9431,21
10:19:38,37,51,1527161,56319,28805,19154,32372,16984,31817,12774,77
10:19:39,42,48,581020,108763,18178,15564,10801,21215,13962,6529,32
10:19:40,44,42,295140,61422,10157,5039,4012,12294,21627,3594,61
10:19:41,52,42,482504,38389,16975,8171,5812,10491,11785,5675,54
10:19:42,56,46,349104,49011,41209,13879,24546,20815,10903,7741,82
10:19:43,45,62,601846,36586,77276,14203,20355,8533,15823,3315,21
10:19:44,46,78,1808641,91308,94731,47682,11735,49787,9022,15444,123
10:19:45,42,85,585365,47787,39120,24495,6031,20037,6386,9340,38
10:19:46,26,89,579332,160143,89364,89126,12325,15329,24860,6667,88
10:19:47,43,73,319054,81391,19367,34590,10001,21658,10407,12950,42
10:19:48,43,59,326209,53345,7434,9148,6322,14769,5916,6945,57
10:19:49,43,50,649139,214740,17976,58042,25291,26874,16835,13665,26
10:19:50,52,27,895410,250592,13528,21756,16033,39821,22204,18076,21
10:19:51,50,33,820390,50634,13450,10293,8634,12112,15210,4482,37
10:19:52,42,35,388076,222040,53874,19403,23759,23578,25342,10136,52
10:19:53,40,41,399536,99142,51816,14948,14610,13445,11814,4933,-51
10:19:54,31,60,217497,72208,40752,29149,18051,9460,29218,12529,71
10:19:55,17,57,968415,364014,80821,36013,10299,23159,38260,32689,10
10:19:56,23,59,375028,85126,23266,7390,5566,10616,19399,7756,45
10:19:57,26,48,1414041,387563,41278,44411,33844,54445,36271,19106,21
10:19:58,33,36,682736,224725,17936,37970,19183,33858,27539,21919,47
10:19:59,42,28,220501,50432,5365,6071,3248,7550,5926,4118,30
10:20:00,44,33,2413636,443754,151869,176821,21563,115342,83971,29662,34
10:20:01,37,41,912973,589840,162528,124309,65690,52720,129123,21975,32
10:20:02,45,50,287130,101376,44690,15588,12584,23753,27614,6049,19
10:20:03,49,48,79581,22840,4527,1288,1793,5051,6245,1671,-49
10:20:04,41,47,876290,182162,16171,97583,38835,21986,30733,12096,142
10:20:05,49,49,287279,68800,10081,50611,32638,13748,27514,6113,62
10:20:06,41,47,159215,91380,27488,21431,10194,13397,14543,4003,62
10:20:07,41,52,1671199,545806,77918,82405,70013,113624,87109,13490,48
10:20:08,41,43,884205,1299688,57559,178509,47309,108376,40816,32202,64
10:20:09,43,43,334989,121928,17655,20153,7558,13958,12465,5126,58
10:20:10,47,47,1475766,525093,184526,171387,47115,112926,136883,44987,5
10:20:11,52,55,940416,112220,43473,64259,27445,51110,35160,18716,22
10:20:12,65,63,495290,52962,4471,27123,5989,19241,38839,8705,34
10:20:13,76,54,679866,99304,24812,18208,20518,57064,20784,14419,98
10:20:14,77,53,1068622,243546,82257,66311,51068,59937,112239,24061,62
10:20:15,69,47,167956,230144,68370,30581,42863,38565,20000,16399,-11
10:20:16,56,53,225154,42796,30001,12224,7082,6783,4221,2949,55
10:20:17,36,56,615702,432446,70596,97771,16922,29799,21415,12512,29
10:20:18,34,57,147151,85450,36456,13758,15719,15070,6646,4685,16
10:20:19,34,56,1048673,375803,68467,52159,44864,76791,33349,3559,-18
10:20:20,53,43,412926,17727,3403,3635,2742,8082,3736,1017,-14
10:20:21,68,41,419609,234727,49479,32498,20725,60268,40269,16175,99
10:20:22,77,41,1103671,264973,24658,125995,35751,105419,28534,5380,-3
10:20:23,63,47,573468,106588,45603,17002,4462,10299,3526,1289,55
10:20:24,48,54,592405,65148,18171,26748,3864,12780,2171,2690,41
10:20:25,44,57,791348,30371,9993,9540,9133,7741,3419,1753,27
10:20:26,34,56,691588,56072,19620,5812,8033,7195,7605,2095,45
10:20:27,40,37,421781,131623,10008,2438,10121,12197,5293,5205,15
10:20:28,44,29,1136059,279406,49154,51152,29561,62358,29840,25005,11
10:20:29,44,30,2307029,93015,23141,45726,25781,25813,12091,25985,55
10:20:30,50,29,2696926,639716,62410,200792,115650,113932,80938,58559,20
10:20:31,70,49,2182432,172910,214479,47663,50236,262636,61534,25547,19
10:20:32,83,52,255684,18711,8445,5534,3582,15166,14832,4362,7
10:20:33,84,48,2599426,297177,75067,46590,14633,76655,40117,6445,104
10:20:34,91,51,3470445,794464,287314,213296,85776,270518,177517,48874,-69
10:20:35,83,38,609326,46431,4537,6498,8152,19343,4057,2472,39
10:20:36,70,41,222227,5147,2704,1683,2153,1613,1217,419,-17
10:20:37,68,35,690049,379900,47907,32628,44569,66734,9446,26335,51
10:20:38,61,44,325407,33506,52546,10104,2569,11923,4892,2457,93
10:20:39,63,57,565371,39562,30571,12326,11583,28525,6629,5144,68
10:20:40,63,63,968458,126894,138354,8993,36029,45523,68268,22037,25
10:20:41,63,65,1865945,815137,114685,168259,71211,195137,56445,60990,62
10:20:42,61,51,613669,381734,44157,54655,10008,41314,36364,6697,99
10:20:43,50,51,704653,28998,11807,9054,5205,5916,6935,3212,14
10:20:44,44,38,794517,331889,12206,54582,33388,38661,21521,22956,37
10:20:45,43,43,1612357,628096,171130,325404,121376,192519,162626,27953,-56
10:20:46,43,51,905384,28909,6907,16834,3077,5431,7661,1768,8
10:20:47,35,56,171116,46319,29071,20975,3467,6034,14741,1866,75
10:20:48,40,65,1121468,171219,30716,70615,28618,51393,80577,7241,32
10:20:49,29,52,1113207,386200,21079,44621,22199,28610,24593,20470,34
10:20:50,27,29,1778710,765526,5029,32143,40064,63194,97822,25691,29
10:20:51,43,24,964659,231453,59426,89187,5729,75770,24067,24997,54
10:20:52,34,30,793173,54541,36799,16433,5133,9262,6943,1221,75
10:20:53,42,44,2727722,405035,140558,56180,24142,68887,37899,10394,3
10:20:54,35,59,1190084,1565503,207660,165062,33230,68518,133155,48676,-10
10:20:55,41,48,318842,228219,17132,32578,13954,84173,18155,15215,1
10:20:56,60,28,628506,26163,3402,2077,7378,12143,3186,4050,-26
10:20:57,54,21,234947,66809,8814,9488,3809,6296,6087,2481,53
10:20:58,63,27,219080,47101,12473,10489,10670,7677,7461,3645,73
10:20:59,51,30,1700590,436099,87774,42753,154104,58323,88534,21152,75
10:21:00,43,42,627599,244802,102432,15628,13584,66411,49867,22843,40
10:21:01,44,36,229340,41282,10272,5994,2566,9413,6066,1348,43
10:21:02,51,34,1043759,218995,86687,39754,15287,72220,36733,9553,77
10:21:03,55,34,763439,67121,6450,7549,3230,11498,7884,3829,29
10:21:04,48,36,422011,158776,53631,13948,7580,26957,17033,5327,60
10:21:05,54,43,1945005,720282,266988,18837,42047,147591,79745,20850,68
10:21:06,52,34,2040755,315624,31094,27658,12502,70288,16839,12374,29
10:21:07,37,38,1725568,297666,68621,41986,40019,16419,21147,11057,41
10:21:08,32,37,1993252,557939,224465,52609,16235,50144,37501,11598,33
10:21:09,20,21,2588448,879558,30115,15548,28592,40055,83305,26606,80
10:21:10,13,32,1488679,313708,81657,58467,15898,37568,44603,25494,47
10:21:11,26,26,2090457,282674,63965,26273,12411,46149,33613,13321,39
10:21:12,29,28,1752271,929876,339316,89610,46886,105555,70326,26408,9
10:21:13,28,42,1134586,2444160,407206,287219,115827,117255,169469,59061,22
10:21:14,28,40,1108117,279694,88922,16730,19465,27719,20708,5352,54
10:21:15,34,51,694528,41948,30063,16217,14973,18204,13769,7438,75
10:21:16,35,55,431152,90583,65930,26646,20927,17854,11924,9909,75
10:21:17,38,46,887039,218600,44849,58064,9416,21700,22323,4836,13
10:21:18,39,55,916056,383833,194569,215015,28217,76974,64582,8923,-8
10:21:19,34,44,1995051,726180,58763,76487,78870,106084,39321,15977,-41
10:21:20,29,30,1115586,584126,58591,51456,97247,47687,49049,16623,86
10:21:21,29,35,653055,785258,98723,55703,105750,39228,44813,21142,92
10:21:22,42,30,304986,90410,54343,17172,11447,52335,12820,12461,28
10:21:23,48,30,1162575,281581,30815,29508,24872,71230,43188,22696,60
10:21:24,50,36,2396601,363762,69254,30087,13251,37302,52261,8797,17
10:21:25,56,40,2432106,210815,39906,60714,27108,33168,16264,10870,46
10:21:26,41,41,718136,400863,75092,183854,16605,61237,41084,13392,49
10:21:27,36,52,1367708,793114,78289,384070,28627,162253,78116,15789,57
10:21:28,43,59,1437781,238494,62075,85391,22999,55076,51687,10120,52
10:21:29,45,54,1241860,125423,7794,12986,8212,12405,9381,1918,87
10:21:30,34,38,1723328,625203,108346,46148,31807,23133,24342,13605,39
10:21:31,21,35,1469439,855673,363661,89593,47493,31380,27737,27858,41
10:21:32,26,26,803448,137226,24574,49213,31585,32174,39193,17403,44
10:21:33,22,37,1125596,765564,179339,327543,62808,98375,92070,38693,52
10:21:34,38,47,1059679,165133,57997,22397,19823,32042,17161,12714,60
10:21:35,47,33,764760,275755,21273,12279,28432,29699,25046,11457,14
10:21:36,40,28,1766697,409522,42810,19932,63176,38531,37162,20934,39
10:21:37,55,23,240061,44763,8803,14995,27652,27711,17796,12564,50
10:21:38,64,27,81111,36373,14425,25081,13461,28283,16775,4073,55
10:21:39,67,45,206559,34160,32595,24217,17690,13776,24074,8366,47
10:21:40,74,66,603803,62817,49260,63935,16672,18023,16560,4900,36
10:21:41,58,82,1784660,258210,144818,296090,68695,71526,80003,22245,108
10:21:42,55,77,1330743,222902,73732,70875,61928,101734,74748,23956,97
10:21:43,58,63,1196346,200802,34547,25819,16130,58091,55262,19861,49
10:21:44,51,52,1279556,162544,20406,42723,6202,13556,17436,5752,28
10:21:45,51,37,451744,100285,9751,11530,10756,10161,8331,4720,76
10:21:46,41,33,666140,247424,20172,33845,23079,24243,13811,9644,19
10:21:47,35,42,877216,125728,21940,18968,3331,11546,9949,5607,61
10:21:48,29,42,809240,256787,38994,30384,10561,14511,21392,10353,65
10:21:49,27,56,182754,29503,38386,26335,12381,8442,5053,6200,22
10:21:50,24,63,304553,25602,10933,5770,4141,3776,5879,1081,33
10:21:51,29,63,889033,22433,29717,2441,17003,11533,16603,4194,69
10:21:52,44,67,1045643,173788,23515,82164,84501,49538,50440,17935,80
10:21:53,42,63,355188,91277,29991,60337,24711,11541,16796,6855,-17
10:21:54,45,59,466569,45167,12199,23108,8389,9693,4512,2002,26
10:21:55,37,45,847858,95905,33083,27300,15516,28094,29050,6558,24
10:21:56,39,48,1868802,248791,107566,74061,38153,75357,72811,15666,38
10:21:57,43,41,1234002,266902,93031,45584,32442,44295,33395,12371,43
10:21:58,42,40,1924363,183036,40590,45778,35142,24169,46724,17938,37
10:21:59,45,54,1044621,223223,89169,70030,35198,39411,58321,13968,49
10:22:00,41,54,1173892,429696,155537,61217,68337,86263,62375,46276,-2
10:22:01,41,51,1584174,899595,160913,92900,111828,127366,181617,105196,102
10:22:02,37,51,577269,387547,107301,31905,38400,25185,149879,14263,20
10:22:03,37,52,476179,50170,27116,18176,12356,10776,10490,4240,64
10:22:04,30,54,620662,147788,61584,38852,10801,14572,20179,8032,-31
10:22:05,27,63,1294465,265394,121552,71740,17112,25875,30317,11760,-4
10:22:06,28,67,671325,93788,63860,17230,6440,9683,14392,8862,38
10:22:07,20,71,1253968,129355,94276,29917,3345,14045,16138,15932,25
10:22:08,31,68,974086,190192,33553,27744,25500,48813,28662,16448,62
